date,ticker,adjusted_close
2025-08-21,BND1,164.6168
2025-08-22,BND1,166.3097
2025-08-25,BND1,165.8628
2025-08-26,BND1,166.5044
2025-08-27,BND1,166.8448
2025-08-28,BND1,166.8249
2025-08-29,BND1,166.7649
2025-09-01,BND1,167.5821
2025-09-02,BND1,167.9927
2025-09-03,BND1,168.3244
2025-09-04,BND1,168.4124
2025-09-05,BND1,168.8104
2025-09-08,BND1,169.1934
2025-09-09,BND1,169.5385
2025-09-10,BND1,169.0796
2025-09-11,BND1,169.102
2025-09-12,BND1,168.8623
2025-09-15,BND1,169.3967
2025-09-16,BND1,169.822
2025-09-17,BND1,170.9484
2025-09-18,BND1,171.407
2025-09-19,BND1,170.7628
2025-09-22,BND1,170.3916
2025-09-23,BND1,170.9676
2025-09-24,BND1,170.239
2025-09-25,BND1,169.8071
2025-09-26,BND1,170.2807
2025-09-29,BND1,169.9706
2025-09-30,BND1,169.5761
2025-10-01,BND1,169.8045
2025-10-02,BND1,168.8906
2025-10-03,BND1,168.3809
2025-10-06,BND1,168.8004
2025-10-07,BND1,168.9144
2025-10-08,BND1,169.4739
2025-10-09,BND1,170.6212
2025-10-10,BND1,171.0909
2025-10-13,BND1,171.3953
2025-10-14,BND1,171.4583
2025-10-15,BND1,171.2413
2025-10-16,BND1,171.1441
2025-10-17,BND1,170.9482
2025-10-20,BND1,170.5414
2025-10-21,BND1,171.0721
2025-10-22,BND1,171.3757
2025-10-23,BND1,171.48
2025-10-24,BND1,170.8511
2025-10-27,BND1,170.6329
2025-10-28,BND1,170.6592
2025-10-29,BND1,171.5073
2025-10-30,BND1,171.2278
2025-10-31,BND1,170.9493
2025-11-03,BND1,170.0714
2025-11-04,BND1,170.2772
2025-11-05,BND1,170.0691
2025-11-06,BND1,170.0899
2025-11-07,BND1,170.6923
2025-11-10,BND1,169.8058
2025-11-11,BND1,170.031
2025-11-12,BND1,169.2603
2025-11-13,BND1,169.0301
2025-11-14,BND1,168.9285
2025-11-17,BND1,168.2242
2025-11-18,BND1,168.5618
2025-11-19,BND1,169.0363
2025-11-20,BND1,169.1579
2025-11-21,BND1,169.2461
2025-11-24,BND1,168.5385
2025-11-25,BND1,166.9381
2025-11-26,BND1,167.1465
2025-11-27,BND1,166.696
2025-11-28,BND1,167.0922
2025-12-01,BND1,166.7127
2025-12-02,BND1,166.234
2025-12-03,BND1,166.5237
2025-12-04,BND1,167.8407
2025-12-05,BND1,167.8652
2025-12-08,BND1,167.8423
2025-12-09,BND1,168.6247
2025-12-10,BND1,167.7368
2025-12-11,BND1,167.8996
2025-12-12,BND1,167.5087
2025-12-15,BND1,167.5407
2025-12-16,BND1,167.8792
2025-12-17,BND1,167.3655
2025-12-18,BND1,167.5645
2025-12-19,BND1,167.7314
2025-12-22,BND1,167.801
2025-12-23,BND1,167.2021
2025-12-24,BND1,167.361
2025-12-25,BND1,167.3004
2025-12-26,BND1,166.8178
2025-12-29,BND1,166.2557
2025-12-30,BND1,166.2077
2025-12-31,BND1,166.6758
2026-01-01,BND1,167.195
2026-01-02,BND1,167.4725
2026-01-05,BND1,167.5032
2026-01-06,BND1,167.5732
2026-01-07,BND1,167.9596
2026-01-08,BND1,168.1771
2026-01-09,BND1,168.2435
2026-01-12,BND1,167.9503
2026-01-13,BND1,167.5623
2026-01-14,BND1,167.4139
2026-01-15,BND1,167.5198
2026-01-16,BND1,167.2522
2026-01-19,BND1,167.5369
2026-01-20,BND1,167.0817
2026-01-21,BND1,167.8842
2026-01-22,BND1,168.3332
2026-01-23,BND1,167.9008
2026-01-26,BND1,168.373
2026-01-27,BND1,167.5813
2026-01-28,BND1,167.7395
2026-01-29,BND1,167.245
2026-01-30,BND1,166.955
2026-02-02,BND1,167.8769
2026-02-03,BND1,167.3064
2026-02-04,BND1,167.0601
2026-02-05,BND1,167.1492
2026-02-06,BND1,166.8708
2026-02-09,BND1,166.9442
2026-02-10,BND1,166.3302
2026-02-11,BND1,166.5761
2026-02-12,BND1,166.571
2026-02-13,BND1,167.2387
2026-02-16,BND1,167.4867
2026-02-17,BND1,167.5332
2026-02-18,BND1,167.7306
2026-02-19,BND1,167.3593
2026-02-20,BND1,168.2048
2026-02-23,BND1,169.1413
2026-02-24,BND1,169.0485
2026-02-25,BND1,169.528
2026-02-26,BND1,169.9828
2026-02-27,BND1,170.3556
2026-03-02,BND1,170.9307
2026-03-03,BND1,171.9172
2026-03-04,BND1,170.5277
2026-03-05,BND1,170.1247
2026-03-06,BND1,170.2554
2026-03-09,BND1,170.2376
2026-03-10,BND1,170.5027
2026-03-11,BND1,170.7723
2026-03-12,BND1,170.6661
2026-03-13,BND1,170.5184
2026-03-16,BND1,170.169
2026-03-17,BND1,170.412
2024-04-11,BND2,215.3781
2024-04-12,BND2,215.192
2024-04-15,BND2,215.6404
2024-04-16,BND2,215.6205
2024-04-17,BND2,215.9489
2024-04-18,BND2,215.3045
2024-04-19,BND2,215.3007
2024-04-22,BND2,215.5955
2024-04-23,BND2,217.0371
2024-04-24,BND2,217.0876
2024-04-25,BND2,218.1734
2024-04-26,BND2,218.9843
2024-04-29,BND2,218.8997
2024-04-30,BND2,218.7279
2024-05-01,BND2,218.7926
2024-05-02,BND2,217.768
2024-05-03,BND2,217.5639
2024-05-06,BND2,217.1996
2024-05-07,BND2,217.4465
2024-05-08,BND2,217.7804
2024-05-09,BND2,217.8966
2024-05-10,BND2,217.7651
2024-05-13,BND2,216.6043
2024-05-14,BND2,215.9109
2024-05-15,BND2,216.2577
2024-05-16,BND2,215.6152
2024-05-17,BND2,214.1354
2024-05-20,BND2,213.53
2024-05-21,BND2,213.7851
2024-05-22,BND2,213.8889
2024-05-23,BND2,213.4708
2024-05-24,BND2,212.9779
2024-05-27,BND2,212.2544
2024-05-28,BND2,212.129
2024-05-29,BND2,213.1226
2024-05-30,BND2,213.3025
2024-05-31,BND2,213.0603
2024-06-03,BND2,212.8284
2024-06-04,BND2,213.1527
2024-06-05,BND2,212.2217
2024-06-06,BND2,211.7586
2024-06-07,BND2,211.2461
2024-06-10,BND2,211.4985
2024-06-11,BND2,211.8281
2024-06-12,BND2,212.2496
2024-06-13,BND2,211.4585
2024-06-14,BND2,211.1875
2024-06-17,BND2,210.7997
2024-06-18,BND2,211.2451
2024-06-19,BND2,212.0496
2024-06-20,BND2,211.8953
2024-06-21,BND2,212.4672
2024-06-24,BND2,212.0679
2024-06-25,BND2,213.2575
2024-06-26,BND2,212.6317
2024-06-27,BND2,212.887
2024-06-28,BND2,211.7112
2024-07-01,BND2,212.5664
2024-07-02,BND2,213.1689
2024-07-03,BND2,212.8113
2024-07-04,BND2,213.2445
2024-07-05,BND2,213.187
2024-07-08,BND2,214.1923
2024-07-09,BND2,214.6144
2024-07-10,BND2,214.8152
2024-07-11,BND2,214.4479
2024-07-12,BND2,215.6507
2024-07-15,BND2,216.0552
2024-07-16,BND2,216.0257
2024-07-17,BND2,217.4672
2024-07-18,BND2,218.8233
2024-07-19,BND2,219.5896
2024-07-22,BND2,219.0935
2024-07-23,BND2,218.5919
2024-07-24,BND2,217.9186
2024-07-25,BND2,218.9738
2024-07-26,BND2,219.0219
2024-07-29,BND2,219.0486
2024-07-30,BND2,218.9376
2024-07-31,BND2,219.1219
2024-08-01,BND2,218.6105
2024-08-02,BND2,217.8809
2024-08-05,BND2,217.3794
2024-08-06,BND2,217.0448
2024-08-07,BND2,216.5107
2024-08-08,BND2,217.1465
2024-08-09,BND2,216.6071
2024-08-12,BND2,217.6394
2024-08-13,BND2,217.3255
2024-08-14,BND2,216.9212
2024-08-15,BND2,216.5479
2024-08-16,BND2,216.042
2024-08-19,BND2,216.7471
2024-08-20,BND2,217.5001
2024-08-21,BND2,217.7967
2024-08-22,BND2,218.5306
2024-08-23,BND2,218.9868
2024-08-26,BND2,219.6004
2024-08-27,BND2,218.8159
2024-08-28,BND2,218.0188
2024-08-29,BND2,218.5248
2024-08-30,BND2,218.3304
2024-09-02,BND2,218.4847
2024-09-03,BND2,218.5551
2024-09-04,BND2,218.2848
2024-09-05,BND2,217.8334
2024-09-06,BND2,217.6886
2024-09-09,BND2,218.1586
2024-09-10,BND2,218.023
2024-09-11,BND2,217.7034
2024-09-12,BND2,217.4972
2024-09-13,BND2,216.2832
2024-09-16,BND2,216.1873
2024-09-17,BND2,216.0233
2024-09-18,BND2,215.4409
2024-09-19,BND2,214.4942
2024-09-20,BND2,215.4694
2024-09-23,BND2,214.7851
2024-09-24,BND2,215.3487
2024-09-25,BND2,215.9041
2024-09-26,BND2,215.4491
2024-09-27,BND2,215.8208
2024-09-30,BND2,216.0748
2024-10-01,BND2,216.532
2024-10-02,BND2,215.7729
2024-10-03,BND2,214.7837
2024-10-04,BND2,215.6869
2024-10-07,BND2,216.3684
2024-10-08,BND2,216.7361
2024-10-09,BND2,216.5693
2024-10-10,BND2,216.3154
2024-10-11,BND2,216.3657
2024-10-14,BND2,215.4988
2024-10-15,BND2,215.0249
2024-10-16,BND2,215.1635
2024-10-17,BND2,215.4891
2024-10-18,BND2,214.5302
2024-10-21,BND2,214.4267
2024-10-22,BND2,214.9466
2024-10-23,BND2,213.9242
2024-10-24,BND2,214.0549
2024-10-25,BND2,214.0217
2024-10-28,BND2,214.4391
2024-10-29,BND2,214.5811
2024-10-30,BND2,215.3411
2024-10-31,BND2,216.9514
2024-11-01,BND2,216.3557
2024-11-04,BND2,217.3053
2024-11-05,BND2,217.8757
2024-11-06,BND2,218.1618
2024-11-07,BND2,217.9709
2024-11-08,BND2,218.4279
2024-11-11,BND2,218.5477
2024-11-12,BND2,218.1921
2024-11-13,BND2,219.6603
2024-11-14,BND2,219.8899
2024-11-15,BND2,220.651
2024-11-18,BND2,220.4063
2024-11-19,BND2,220.1946
2024-11-20,BND2,220.0938
2024-11-21,BND2,220.4058
2024-11-22,BND2,221.1526
2024-11-25,BND2,221.5689
2024-11-26,BND2,222.9089
2024-11-27,BND2,223.4827
2024-11-28,BND2,224.7016
2024-11-29,BND2,225.0991
2024-12-02,BND2,225.0073
2024-12-03,BND2,225.2116
2024-12-04,BND2,224.0157
2024-12-05,BND2,223.9201
2024-12-06,BND2,223.4239
2024-12-09,BND2,222.7878
2024-12-10,BND2,223.238
2024-12-11,BND2,223.0617
2024-12-12,BND2,222.683
2024-12-13,BND2,222.5835
2024-12-16,BND2,221.7579
2024-12-17,BND2,221.7118
2024-12-18,BND2,221.6543
2024-12-19,BND2,222.0182
2024-12-20,BND2,221.0886
2024-12-23,BND2,220.6739
2024-12-24,BND2,220.179
2024-12-25,BND2,220.075
2024-12-26,BND2,219.7381
2024-12-27,BND2,218.055
2024-12-30,BND2,218.8743
2024-12-31,BND2,218.6537
2025-01-01,BND2,218.8007
2025-01-02,BND2,218.7909
2025-01-03,BND2,219.5378
2025-01-06,BND2,219.9199
2025-01-07,BND2,220.1421
2025-01-08,BND2,220.4051
2025-01-09,BND2,221.3478
2025-01-10,BND2,221.4305
2025-01-13,BND2,221.0158
2025-01-14,BND2,220.2801
2025-01-15,BND2,221.6835
2025-01-16,BND2,221.6101
2025-01-17,BND2,221.4566
2025-01-20,BND2,221.0891
2025-01-21,BND2,220.6659
2025-01-22,BND2,220.071
2025-01-23,BND2,219.78
2025-01-24,BND2,220.5059
2025-01-27,BND2,219.9203
2025-01-28,BND2,220.0763
2025-01-29,BND2,220.6735
2025-01-30,BND2,220.6526
2025-01-31,BND2,220.847
2025-02-03,BND2,221.1196
2025-02-04,BND2,221.7942
2025-02-05,BND2,222.8891
2025-02-06,BND2,223.4034
2025-02-07,BND2,223.7018
2025-02-10,BND2,223.7054
2025-02-11,BND2,223.4288
2025-02-12,BND2,224.1058
2025-02-13,BND2,223.5316
2025-02-14,BND2,223.4219
2025-02-17,BND2,223.7241
2025-02-18,BND2,224.2264
2025-02-19,BND2,224.4867
2025-02-20,BND2,224.1705
2025-02-21,BND2,223.8874
2025-02-24,BND2,222.9322
2025-02-25,BND2,223.0915
2025-02-26,BND2,223.2007
2025-02-27,BND2,224.1525
2025-02-28,BND2,224.7037
2025-03-03,BND2,224.5281
2025-03-04,BND2,224.3623
2025-03-05,BND2,224.3388
2025-03-06,BND2,224.7136
2025-03-07,BND2,225.255
2025-03-10,BND2,224.4257
2025-03-11,BND2,224.5857
2025-03-12,BND2,225.219
2025-03-13,BND2,226.2641
2025-03-14,BND2,225.6265
2025-03-17,BND2,225.7371
2025-03-18,BND2,225.9817
2025-03-19,BND2,226.5757
2025-03-20,BND2,226.6796
2025-03-21,BND2,225.7056
2025-03-24,BND2,224.8425
2025-03-25,BND2,224.1293
2025-03-26,BND2,224.5359
2025-03-27,BND2,224.3693
2025-03-28,BND2,224.6251
2025-03-31,BND2,224.8412
2025-04-01,BND2,224.987
2025-04-02,BND2,226.3935
2025-04-03,BND2,227.1653
2025-04-04,BND2,227.3026
2025-04-07,BND2,227.7562
2025-04-08,BND2,226.7435
2025-04-09,BND2,227.6791
2025-04-10,BND2,226.2855
2025-04-11,BND2,226.077
2025-04-14,BND2,227.1673
2025-04-15,BND2,227.2472
2025-04-16,BND2,228.4778
2025-04-17,BND2,228.2268
2025-04-18,BND2,228.2653
2025-04-21,BND2,228.1015
2025-04-22,BND2,229.2389
2025-04-23,BND2,229.9183
2025-04-24,BND2,230.1601
2025-04-25,BND2,230.942
2025-04-28,BND2,230.1795
2025-04-29,BND2,231.0313
2025-04-30,BND2,230.6801
2025-05-01,BND2,229.7777
2025-05-02,BND2,230.7163
2025-05-05,BND2,231.266
2025-05-06,BND2,231.6731
2025-05-07,BND2,232.3244
2025-05-08,BND2,233.1233
2025-05-09,BND2,232.9058
2025-05-12,BND2,233.1287
2025-05-13,BND2,234.1985
2025-05-14,BND2,235.2652
2025-05-15,BND2,236.0512
2025-05-16,BND2,236.7872
2025-05-19,BND2,236.7128
2025-05-20,BND2,236.4299
2025-05-21,BND2,236.4305
2025-05-22,BND2,236.3896
2025-05-23,BND2,236.4186
2025-05-26,BND2,236.9922
2025-05-27,BND2,236.5486
2025-05-28,BND2,237.3803
2025-05-29,BND2,236.4402
2025-05-30,BND2,237.2007
2025-06-02,BND2,235.9123
2025-06-03,BND2,235.3582
2025-06-04,BND2,237.1655
2025-06-05,BND2,236.6251
2025-06-06,BND2,237.2923
2025-06-09,BND2,236.2511
2025-06-10,BND2,236.3547
2025-06-11,BND2,236.2161
2025-06-12,BND2,236.2681
2025-06-13,BND2,236.3843
2025-06-16,BND2,237.1399
2025-06-17,BND2,237.2816
2025-06-18,BND2,236.8618
2025-06-19,BND2,235.6351
2025-06-20,BND2,236.9413
2025-06-23,BND2,235.8709
2025-06-24,BND2,234.9409
2025-06-25,BND2,234.2228
2025-06-26,BND2,234.5861
2025-06-27,BND2,235.8765
2025-06-30,BND2,236.5576
2025-07-01,BND2,236.7906
2025-07-02,BND2,235.9856
2025-07-03,BND2,235.5035
2025-07-04,BND2,236.5368
2025-07-07,BND2,236.5789
2025-07-08,BND2,236.5877
2025-07-09,BND2,237.3297
2025-07-10,BND2,237.8783
2025-07-11,BND2,237.8914
2025-07-14,BND2,238.2905
2025-07-15,BND2,237.0994
2025-07-16,BND2,236.5629
2025-07-17,BND2,236.7428
2025-07-18,BND2,237.533
2025-07-21,BND2,238.4149
2025-07-22,BND2,238.399
2025-07-23,BND2,239.0544
2025-07-24,BND2,238.4362
2025-07-25,BND2,238.3489
2025-07-28,BND2,238.8878
2025-07-29,BND2,238.5248
2025-07-30,BND2,239.3577
2025-07-31,BND2,239.7936
2025-08-01,BND2,239.4664
2025-08-04,BND2,239.3151
2025-08-05,BND2,238.7764
2025-08-06,BND2,238.4849
2025-08-07,BND2,238.4453
2025-08-08,BND2,238.308
2025-08-11,BND2,237.9912
2025-08-12,BND2,237.478
2025-08-13,BND2,237.4741
2025-08-14,BND2,236.0032
2025-08-15,BND2,235.2043
2025-08-18,BND2,235.5473
2025-08-19,BND2,236.0595
2025-08-20,BND2,237.3029
2025-08-21,BND2,237.3403
2025-08-22,BND2,238.7322
2025-08-25,BND2,238.8091
2025-08-26,BND2,240.2521
2025-08-27,BND2,240.7561
2025-08-28,BND2,240.7162
2025-08-29,BND2,241.2334
2025-09-01,BND2,241.5396
2025-09-02,BND2,241.1643
2025-09-03,BND2,241.0251
2025-09-04,BND2,241.5906
2025-09-05,BND2,242.3947
2025-09-08,BND2,242.9404
2025-09-09,BND2,242.9163
2025-09-10,BND2,243.4703
2025-09-11,BND2,243.1381
2025-09-12,BND2,243.391
2025-09-15,BND2,244.467
2025-09-16,BND2,245.4456
